1,45.319122852,15.678966563,12:00:00
2,45.321143034,15.678747563,12:00:00
1,45.319164142,15.678924016,12:00:03
2,45.321088738,15.678642975,12:00:03
1,45.319198955,15.678884612,12:00:06
2,45.321045616,15.678526839,12:00:06
1,45.319240940,15.678848880,12:00:09
2,45.321016858,15.678453888,12:00:09
1,45.319284022,15.678803434,12:00:12
2,45.320976445,15.678347024,12:00:12
1,45.319326246,15.678763914,12:00:15
2,45.320942328,15.678210363,12:00:15
1,45.319387897,15.678699692,12:00:18
2,45.320896159,15.678101039,12:00:18
1,45.319442530,15.678648212,12:00:21
2,45.320869726,15.678027525,12:00:21
1,45.319500014,15.678587158,12:00:24
2,45.320843695,15.677960736,12:00:24
1,45.319570228,15.678517343,12:00:27
2,45.320810111,15.677866922,12:00:27
1,45.319632972,15.678449910,12:00:30
2,45.320752606,15.677722045,12:00:30
1,45.319698455,15.678383085,12:00:33
2,45.320713750,15.677639175,12:00:33
1,45.319829719,15.678252442,12:00:36
2,45.320679784,15.677585339,12:00:36
1,45.319930748,15.678150223,12:00:39
2,45.320634212,15.677547770,12:00:39
1,45.320102919,15.677973842,12:00:42
2,45.320605875,15.677526924,12:00:42
1,45.320179666,15.677901975,12:00:45
2,45.320547046,15.677509549,12:00:45
1,45.320309591,15.677771020,12:00:48
2,45.320511015,15.677528986,12:00:48
1,45.320375035,15.677697445,12:00:51
2,45.320458084,15.677568282,12:00:51
1,45.320437838,15.677632437,12:00:54
2,45.320423403,15.677604864,12:00:54
1,45.320500655,15.677579319,12:00:57
2,45.320394669,15.677639451,12:00:57
1,45.320552780,15.677549514,12:01:00
2,45.320362373,15.677671432,12:01:00
1,45.320622665,15.677576254,12:01:03
2,45.320337278,15.677700072,12:01:03
1,45.320690178,15.677653877,12:01:06
2,45.320304084,15.677733007,12:01:06
1,45.320727586,15.677741708,12:01:09
1,45.320758681,15.677816955,12:01:12
1,45.320793861,15.677902730,12:01:15
3,45.306212361,15.680812493,12:01:22
3,45.30629214,15.68083440,12:01:25
3,45.306357942,15.680856178,12:01:28
3,45.306502058,15.680907974,12:01:31
3,45.306657651,15.680956861,12:01:34
3,45.306791756,15.680994817,12:01:37
3,45.306911396,15.681031365,12:01:40
3,45.307058077,15.681076865,12:01:43
3,45.307301887,15.681144975,12:01:46
3,45.308010763,15.680827616,12:01:49
3,45.308296305,15.680652646,12:01:52
3,45.308885397,15.680673966,12:01:55
3,45.309518611,15.680915057,12:01:58
3,45.310228562,15.681236664,12:02:01
3,45.310676179,15.681175554,12:02:04
3,45.311167098,15.681034635,12:02:07
3,45.311882913,15.680718538,12:02:10
3,45.312568746,15.680367866,12:02:13
3,45.312935107,15.680233851,12:02:16
3,45.313196613,15.680219393,12:02:19
3,45.313758953,15.680307552,12:02:22
3,45.314260678,15.680412614,12:02:25
3,45.315093047,15.680323551,12:02:28
3,45.316176887,15.679474124,12:02:31
3,45.317102740,15.679783789,12:02:34
3,45.317734852,15.680019800,12:02:37
3,45.318026789,15.679988237,12:02:40
3,45.318337816,15.679752662,12:02:43
3,45.319380807,15.678708170,12:02:46
3,45.319697532,15.678381800,12:02:49
3,45.320158822,15.677919280,12:02:52
3,45.320322834,15.677751926,12:02:55
3,45.320466644,15.677610309,12:02:58
4,45.323949383,15.670797134,12:03:00
3,45.320553767,15.677547775,12:03:01
4,45.323937210,15.670909037,12:03:03
3,45.320608795,15.677569282,12:03:04
4,45.323912597,15.671080167,12:03:06
3,45.320623040,15.677492611,12:03:07
4,45.323876116,15.671352359,12:03:09
3,45.320746344,15.677376061,12:03:10
4,45.323856599,15.671527784,12:03:12
3,45.320806155,15.677315193,12:03:13
4,45.323830875,15.671696506,12:03:15
3,45.320875219,15.677241287,12:03:16
4,45.323812241,15.671822248,12:03:18
3,45.320941445,15.677178166,12:03:19
4,45.323791194,15.671914049,12:03:21
3,45.321019875,15.677090786,12:03:22
4,45.323777347,15.672012362,12:03:24
3,45.321098360,15.676996600,12:03:25
4,45.323751304,15.672147122,12:03:27
3,45.321198774,15.676862604,12:03:28
4,45.323731179,15.672266382,12:03:30
4,45.323716236,15.672335085,12:03:33
4,45.323692697,15.672477699,12:03:36
4,45.323649117,15.672687389,12:03:39
4,45.323630802,15.672765770,12:03:42
4,45.323607123,15.672834747,12:03:45
4,45.323576123,15.672933693,12:03:48
4,45.323533136,15.673082102,12:03:51
4,45.323481767,15.673201351,12:03:54
4,45.323417970,15.673351753,12:03:57
4,45.323357605,15.673485636,12:04:00
4,45.323283147,15.673632753,12:04:03
4,45.323219732,15.673729885,12:04:06
4,45.323158036,15.673818813,12:04:09
4,45.323116688,15.673877424,12:04:12
4,45.323065741,15.673940111,12:04:15
4,45.323017997,15.673999916,12:04:18
4,45.32295381,15.67407423,12:04:21
4,45.322709532,15.674381030,12:04:24
4,45.322644324,15.674479888,12:04:27
4,45.322567589,15.674610814,12:04:30
4,45.322514538,15.674684264,12:04:33
4,45.322467282,15.674758744,12:04:36
4,45.322394389,15.674874013,12:04:39
4,45.322294297,15.675034371,12:04:42
4,45.322203254,15.675175781,12:04:45
4,45.322114775,15.675325652,12:04:48
4,45.322079762,15.675384529,12:04:51
4,45.322007645,15.675521792,12:04:54
4,45.321759761,15.675928111,12:04:57
4,45.321601770,15.676202023,12:05:00
4,45.321388298,15.676541974,12:05:03
4,45.320884479,15.677204174,12:05:06
4,45.320742061,15.677333869,12:05:09
4,45.320673058,15.677408363,12:05:12
4,45.320623044,15.677454126,12:05:15
4,45.320567609,15.677506776,12:05:18
4,45.320512080,15.677522582,12:05:21
4,45.32039166,15.67764183,12:05:24
4,45.320200535,15.677843699,12:05:27
4,45.320050825,15.677990540,12:05:30
4,45.319957639,15.678087526,12:05:33
4,45.319849106,15.678188054,12:05:36
4,45.319750789,15.678294517,12:05:39
4,45.31952797,15.67851819,12:05:42
5,45.32313294,15.68233905,12:30:24
5,45.32303701,15.68230923,12:30:27
5,45.32296627,15.68229056,12:30:30
5,45.32290083,15.68226126,12:30:33
5,45.32282134,15.68221485,12:30:36
5,45.32274861,15.68216844,12:30:39
5,45.32267660,15.68210958,12:30:42
5,45.32260550,15.68204062,12:30:45
5,45.32254588,15.68198435,12:30:48
5,45.32247953,15.68190112,12:30:51
5,45.32242320,15.68182671,12:30:54
5,45.32236012,15.68172974,12:30:57
5,45.32230032,15.68163744,12:31:00
5,45.32222230,15.68148654,12:31:03
5,45.32216305,15.68134471,12:31:06
5,45.32210890,15.68121430,12:31:09
5,45.32204546,15.68107532,12:31:12
5,45.32198475,15.68091820,12:31:15
5,45.32192933,15.68078182,12:31:18
5,45.32187501,15.68063351,12:31:21
5,45.32183745,15.68054121,12:31:24
5,45.32176672,15.68035375,12:31:27
5,45.32172369,15.68025159,12:31:30
5,45.32168450,15.68014503,12:31:33
5,45.32163728,15.68002447,12:31:36
5,45.32157694,15.67985827,12:31:39
5,45.32150712,15.67967781,12:31:42
5,45.32143893,15.67950565,12:31:45
5,45.32139409,15.67937912,12:31:48
5,45.32133465,15.67922952,12:31:51
5,45.32128160,15.67910325,12:31:54
5,45.32122381,15.67894457,12:31:57
5,45.32117495,15.67881130,12:32:00
5,45.32111333,15.67864822,12:32:03
5,45.32106247,15.67852298,12:32:06
5,45.32096803,15.67827174,12:32:09
5,45.32075982,15.67774295,12:32:12
5,45.32068233,15.67758479,12:32:15
5,45.32060886,15.67752463,12:32:18
5,45.32063949,15.67747693,12:32:21
5,45.32071661,15.67740951,12:32:24
5,45.32076984,15.67735403,12:32:27
5,45.32083219,15.67728558,12:32:30
6,45.314096461,15.680371798,12:32:31
5,45.32090038,15.67721946,12:32:33
6,45.31423601,15.68040168,12:32:34
5,45.32095324,15.67716450,12:32:36
