1,45.81181571,16.00012696,12:00:00
2,45.811727488,15.999804176,12:00:01
3,45.808414700,15.989847638,12:00:02
4,45.807572853,15.978024810,12:00:03
5,45.807683118,15.982120884,12:00:04
6,45.808625848,15.985251012,12:00:05
7,45.815064242,15.981851631,12:00:06
8,45.810142664,15.990314790,12:00:07
9,45.820734815,15.986448992,12:00:08
10,45.807571422,15.977988986,12:00:09
1,45.81176642,15.99994498,12:00:03
2,45.811678100,15.999624855,12:00:04
3,45.808501413,15.989837688,12:00:05
4,45.807575773,15.978112109,12:00:06
5,45.807685229,15.982190436,12:00:07
6,45.808691076,15.985350784,12:00:08
7,45.815027015,15.981826734,12:00:09
8,45.810136161,15.990192736,12:00:10
9,45.820649368,15.986329727,12:00:11
10,45.807573552,15.978048390,12:00:12
1,45.81172314,15.99979208,12:00:06
2,45.811673545,15.999607997,12:00:07
3,45.808625230,15.989827245,12:00:08
4,45.807579361,15.978240706,12:00:09
5,45.807686507,15.982239355,12:00:10
6,45.808741680,15.985427634,12:00:11
7,45.814887119,15.981734706,12:00:12
8,45.810116562,15.989838331,12:00:13
9,45.820549288,15.986201357,12:00:14
10,45.807581266,15.978308337,12:00:15
1,45.81166520,15.99958823,12:00:09
2,45.811614264,15.999411799,12:00:10
3,45.808821451,15.989813192,12:00:11
4,45.807584226,15.978407911,12:00:12
5,45.807692428,15.982430725,12:00:13
6,45.808918612,15.985696895,12:00:14
7,45.814820054,15.981662521,12:00:15
8,45.810111778,15.989722494,12:00:16
9,45.820427352,15.986059404,12:00:17
10,45.807584428,15.978411056,12:00:18
1,45.81160865,15.99938380,12:00:12
2,45.811527395,15.999087970,12:00:13
3,45.808919791,15.989806120,12:00:14
4,45.807589943,15.978605125,12:00:15
5,45.807696809,15.982570768,12:00:16
6,45.809030632,15.985867611,12:00:17
7,45.814794128,15.981636733,12:00:18
8,45.810176760,15.989712746,12:00:19
9,45.820266730,15.985982672,12:00:20
10,45.807589599,15.978620748,12:00:21
1,45.81156870,15.99923733,12:00:15
2,45.811483509,15.998920686,12:00:16
3,45.809043932,15.989797031,12:00:17
4,45.807595199,15.978786811,12:00:18
5,45.807708550,15.982957356,12:00:19
6,45.809126347,15.986011652,12:00:20
7,45.814606688,15.981515463,12:00:21
8,45.810270409,15.989705010,12:00:22
9,45.820226641,15.985974350,12:00:23
10,45.807595690,15.978800013,12:00:24
1,45.81149342,15.99895935,12:00:18
2,45.811459683,15.998834252,12:00:19
3,45.809168168,15.989788392,12:00:20
4,45.807599739,15.978941790,12:00:21
5,45.807724128,15.983438115,12:00:22
6,45.809312380,15.986310624,12:00:23
7,45.814526103,15.981501527,12:00:24
8,45.810378200,15.989696759,12:00:25
9,45.820173692,15.985964786,12:00:26
10,45.807598719,15.978910494,12:00:27
1,45.81145000,15.99880089,12:00:21
2,45.811452254,15.998806136,12:00:22
3,45.809489530,15.989764936,12:00:23
4,45.807604842,15.979125824,12:00:24
5,45.807730659,15.983643139,12:00:25
6,45.809437194,15.986501686,12:00:26
7,45.814460513,15.981494702,12:00:27
8,45.810442975,15.989691768,12:00:28
9,45.820070784,15.985979953,12:00:29
10,45.807601024,15.978988704,12:00:30
1,45.81135477,15.99842914,12:00:24
2,45.811349082,15.998408615,12:00:25
3,45.809621904,15.989755961,12:00:26
4,45.807609279,15.979290421,12:00:27
5,45.807729177,15.983762299,12:00:28
6,45.809458711,15.986631285,12:00:29
7,45.814415293,15.981492233,12:00:30
8,45.810487932,15.989688001,12:00:31
9,45.820019956,15.985987748,12:00:32
10,45.807601058,15.978990152,12:00:33
1,45.81126439,15.99808300,12:00:27
2,45.811316367,15.998263140,12:00:28
3,45.809808987,15.989742526,12:00:29
4,45.807611529,15.979408253,12:00:30
5,45.807727406,15.983865281,12:00:31
6,45.809450579,15.986693888,12:00:32
7,45.814343433,15.981488074,12:00:33
8,45.810574744,15.989681293,12:00:34
9,45.819932950,15.986002009,12:00:35
10,45.807604695,15.979129507,12:00:36
1,45.81119867,15.99780607,12:00:30
2,45.811290812,15.998162366,12:00:31
3,45.809922558,15.989734244,12:00:32
4,45.807615810,15.979596786,12:00:33
5,45.807791158,15.983974711,12:00:34
6,45.809447344,15.986885010,12:00:35
7,45.814248692,15.981490477,12:00:36
8,45.810654408,15.989675061,12:00:37
9,45.819838202,15.986020528,12:00:38
10,45.807609307,15.979291094,12:00:39
1,45.81110406,15.99737298,12:00:33
2,45.811115591,15.997426627,12:00:34
3,45.810011525,15.989725503,12:00:35
4,45.807622739,15.979786208,12:00:36
5,45.807922235,15.984175592,12:00:37
6,45.809453209,15.987047516,12:00:38
7,45.814154547,15.981498590,12:00:39
8,45.810833758,15.989661024,12:00:40
9,45.819786256,15.986012555,12:00:41
10,45.807611166,15.979397141,12:00:42
1,45.81105763,15.99711990,12:00:36
2,45.811044033,15.997067083,12:00:37
3,45.810084939,15.989718872,12:00:38
4,45.807627330,15.979961217,12:00:39
5,45.807986692,15.984274045,12:00:40
6,45.809457858,15.987201857,12:00:41
7,45.813978166,15.981514078,12:00:42
8,45.810901526,15.989655614,12:00:43
9,45.819741209,15.986009010,12:00:44
10,45.807614476,15.979520676,12:00:45
1,45.81099114,15.99679689,12:00:39
2,45.811027894,15.996982164,12:00:40
