1,45.81181571,16.00012696,12:00:00
2,45.811727488,15.999804176,12:00:01
3,45.808414700,15.989847638,12:00:02
4,45.807572853,15.978024810,12:00:03
5,45.807683118,15.982120884,12:00:04
6,45.808625848,15.985251012,12:00:05
7,45.815064242,15.981851631,12:00:06
8,45.810142664,15.990314790,12:00:07
9,45.820734815,15.986448992,12:00:08
10,45.807571422,15.977988986,12:00:09
11,45.809959552,15.986366933,12:00:12
12,45.808301120,15.989877813,12:00:15
13,45.813934066,15.993251846,12:00:18
14,45.809354510,15.986390061,12:00:21
15,45.810116940,15.989659825,12:00:23
16,45.810414980,15.993192616,12:00:26
17,45.807564368,15.978019167,12:00:29
18,45.813723637,15.985320682,12:00:32
19,45.812070411,15.981663047,12:00:35
20,45.810961641,15.996616958,12:00:38
1,45.81176642,15.99994498,12:00:03
2,45.811678100,15.999624855,12:00:04
3,45.808501413,15.989837688,12:00:05
4,45.807575773,15.978112109,12:00:06
5,45.807685229,15.982190436,12:00:07
6,45.808691076,15.985350784,12:00:08
7,45.815027015,15.981826734,12:00:09
8,45.810136161,15.990192736,12:00:10
9,45.820649368,15.986329727,12:00:11
10,45.807573552,15.978048390,12:00:12
11,45.809951385,15.986192004,12:00:15
12,45.808264806,15.989932055,12:00:18
13,45.813930611,15.993195006,12:00:21
14,45.809408835,15.986473720,12:00:24
15,45.810114197,15.989540681,12:00:26
16,45.810397691,15.993072572,12:00:29
17,45.807567252,15.978121456,12:00:32
18,45.813723089,15.985414876,12:00:35
19,45.812011071,15.981665494,12:00:38
20,45.810950235,15.996535939,12:00:41
1,45.81172314,15.99979208,12:00:06
2,45.811673545,15.999607997,12:00:07
3,45.808625230,15.989827245,12:00:08
4,45.807579361,15.978240706,12:00:09
5,45.807686507,15.982239355,12:00:10
6,45.808741680,15.985427634,12:00:11
7,45.814887119,15.981734706,12:00:12
8,45.810116562,15.989838331,12:00:13
9,45.820549288,15.986201357,12:00:14
10,45.807581266,15.978308337,12:00:15
11,45.809948318,15.986017165,12:00:18
12,45.808238440,15.989975333,12:00:21
13,45.813927826,15.993124321,12:00:24
14,45.809435198,15.986532446,12:00:27
15,45.810109208,15.989414137,12:00:29
16,45.810392905,15.993000692,12:00:32
17,45.807567385,15.978240486,12:00:35
18,45.813723931,15.985504539,12:00:38
19,45.811942154,15.981673446,12:00:41
20,45.810909353,15.996334596,12:00:44
1,45.81166520,15.99958823,12:00:09
2,45.811614264,15.999411799,12:00:10
3,45.808821451,15.989813192,12:00:11
4,45.807584226,15.978407911,12:00:12
5,45.807692428,15.982430725,12:00:13
6,45.808918612,15.985696895,12:00:14
7,45.814820054,15.981662521,12:00:15
8,45.810111778,15.989722494,12:00:16
9,45.820427352,15.986059404,12:00:17
10,45.807584428,15.978411056,12:00:18
11,45.809938245,15.985822832,12:00:21
12,45.808205928,15.990028125,12:00:24
13,45.813924631,15.993070115,12:00:27
14,45.809444666,15.986604026,12:00:30
15,45.810104941,15.989275372,12:00:32
16,45.810384618,15.992931910,12:00:35
17,45.807571733,15.978368873,12:00:38
18,45.813724900,15.985625621,12:00:41
19,45.811898021,15.981675435,12:00:44
20,45.810879984,15.996192058,12:00:47
1,45.81160865,15.99938380,12:00:12
2,45.811527395,15.999087970,12:00:13
3,45.808919791,15.989806120,12:00:14
4,45.807589943,15.978605125,12:00:15
5,45.807696809,15.982570768,12:00:16
6,45.809030632,15.985867611,12:00:17
7,45.814794128,15.981636733,12:00:18
8,45.810176760,15.989712746,12:00:19
9,45.820266730,15.985982672,12:00:20
10,45.807589599,15.978620748,12:00:21
11,45.809934567,15.985677558,12:00:24
12,45.808184172,15.990065949,12:00:27
13,45.813923379,15.992998624,12:00:30
14,45.809440882,15.986677218,12:00:33
15,45.810098404,15.989113369,12:00:35
16,45.810377119,15.992860406,12:00:38
17,45.807574395,15.978495095,12:00:41
18,45.813726711,15.985711599,12:00:44
19,45.811849269,15.981683336,12:00:47
20,45.810852267,15.996061219,12:00:50
1,45.81156870,15.99923733,12:00:15
2,45.811483509,15.998920686,12:00:16
3,45.809043932,15.989797031,12:00:17
4,45.807595199,15.978786811,12:00:18
5,45.807708550,15.982957356,12:00:19
6,45.809126347,15.986011652,12:00:20
7,45.814606688,15.981515463,12:00:21
8,45.810270409,15.989705010,12:00:22
9,45.820226641,15.985974350,12:00:23
10,45.807595690,15.978800013,12:00:24
11,45.809927836,15.985479586,12:00:27
12,45.808154085,15.990113984,12:00:30
13,45.813920723,15.992932027,12:00:33
14,45.809436660,15.986737032,12:00:36
15,45.810092153,15.988937300,12:00:38
16,45.810368802,15.992783168,12:00:41
17,45.807578433,15.978634239,12:00:44
18,45.813729448,15.985853888,12:00:47
19,45.811805492,15.981685936,12:00:50
20,45.810820287,15.995911187,12:00:53
1,45.81149342,15.99895935,12:00:18
2,45.811459683,15.998834252,12:00:19
3,45.809168168,15.989788392,12:00:20
4,45.807599739,15.978941790,12:00:21
5,45.807724128,15.983438115,12:00:22
6,45.809312380,15.986310624,12:00:23
7,45.814526103,15.981501527,12:00:24
8,45.810378200,15.989696759,12:00:25
9,45.820173692,15.985964786,12:00:26
10,45.807598719,15.978910494,12:00:27
11,45.809919007,15.985299857,12:00:30
12,45.808129418,15.990156565,12:00:33
